YEARMADERANGE,BEDROOMS,NCOMBATH,NHAFBATH,WALLTYPE,OUTLET,STOVEN,SEPCOOKTUSE,SEPOVENUSE,AMTMICRO,NUMMEAL,TOAST,COFFEE,DWASHUSE,AGEDW,WASHTEMP,DRYRUSE,TVCOLOR,TVSIZE1,TVONWD1,TVONWE1,TVAUDIOSYS,DESKTOP,NUMLAPTOP,NUMTABLET,ELPERIPH,NUMSMPHONE,INTERNET,INWIRELESS,HEATHOME,EQUIPAGE,NUMBERAC,NUMCFAN,NOTMOIST,LGTINNUM,LGTIN4,HHAGE,EDUCATION,NUMADULT,ATHOME,MONEYPY,NOHEATBROKE,NOHEATEL,NOHEATDAYS,USESOLAR,TOTCSQFT,TOTHSQFT,TOTSQFT_EN,CDD30YR,KWH,KWHSPH,KWHCOL,KWHLGT
2,3,5,0,2,0,0,0,0,1,3,1,1,0,0,0,0,2,3,3,2,0,0,0,0,0,1,0,0,1,3,2,3,0,4,4,66,2,1,0,3,0,0,0,0,512,1536,1536,2751,5263.029,274.055,3204.801,740.218
3,1,2,1,1,0,1,0,8,20,1,0,0,0,0,1,7,5,4,3,2,2,1,0,1,0,1,1,1,1,1,0,5,1,3,6,80,4,1,5,6,0,0,0,0,0,1600,1600,1528,22553.938,8404.269,0.0,1125.662
5,3,2,0,3,0,1,0,0,2,5,1,0,0,0,2,0,2,2,3,5,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,51,2,2,0,1,0,0,0,0,1200,1200,1200,2285,8624.364,204.869,2596.041,236.497
7,3,2,0,2,1,1,0,0,50,4,1,1,1,2,2,4,3,2,3,3,0,0,2,1,1,3,1,1,1,3,0,4,0,3,2,54,1,2,1,5,0,0,0,0,2094,2094,2094,1716,19280.322,6617.172,3560.52,699.692
1,3,1,0,2,1,1,0,0,28,2,0,1,0,5,2,5,1,1,1,1,0,1,0,0,1,1,1,0,1,6,0,3,0,3,15,72,5,1,3,3,0,0,0,0,0,1847,1847,805,6294.046,238.189,0.0,1815.116
4,3,2,0,2,1,1,0,0,5,3,1,1,0,2,2,7,2,3,5,5,1,1,0,1,1,5,1,1,1,3,0,4,0,2,10,61,2,4,5,4,0,0,0,0,1696,1696,3792,491,18951.727,0.0,754.319,1383.499
6,4,1,0,3,0,1,0,0,1,4,1,0,1,41,0,0,3,3,3,3,0,0,3,0,1,3,1,1,1,1,0,0,0,1,10,19,3,4,5,2,0,0,0,0,1188,1188,1188,440,11947.0,2719.896,141.369,1839.034
4,4,2,1,3,1,1,0,0,10,3,1,0,0,0,3,2,5,3,2,4,0,0,1,2,1,1,1,0,1,1,0,7,0,2,14,44,5,1,0,3,0,0,0,0,0,3426,3426,1897,17867.115,8148.935,0.0,4949.324
5,2,1,0,3,1,1,0,0,10,3,0,1,0,0,3,5,2,3,5,5,1,0,1,0,1,1,1,0,1,3,0,4,0,2,2,53,1,2,5,4,0,0,0,0,2631,3158,4210,1383,21229.09,10867.03,2794.809,313.972
6,5,4,1,2,1,0,7,4,7,2,1,1,7,1,2,5,3,3,2,3,2,2,1,4,1,3,1,1,1,2,0,1,0,4,30,44,5,2,3,8,0,0,0,0,5608,5608,5608,1176,21122.71,0.0,4175.627,8158.366
6,1,1,0,3,0,1,0,0,7,3,1,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,1,3,24,4,1,0,2,0,0,0,0,184,552,552,1602,4154.42,902.388,356.148,367.505
6,3,2,1,1,1,1,0,0,15,2,0,1,7,2,3,5,4,3,2,3,1,1,3,1,1,2,1,1,1,5,0,4,0,3,8,43,5,2,0,7,0,0,0,0,3831,3831,3831,975,16534.118,0.0,2751.478,1294.858
7,3,2,0,4,1,1,0,0,14,4,0,1,2,3,2,2,3,4,3,3,0,1,2,2,1,2,1,1,1,3,0,4,0,2,3,62,5,2,5,6,0,0,0,0,1862,1862,1862,1178,10476.039,0.0,890.868,794.002
2,4,1,0,7,1,1,0,0,50,1,1,1,0,0,2,3,5,4,5,5,1,0,1,1,0,6,1,1,1,3,4,0,0,1,10,44,1,4,5,6,0,0,0,0,1192,1650,1650,788,20557.309,0.0,835.378,2205.494
2,1,1,0,7,0,1,0,0,14,4,1,1,0,0,3,2,1,3,5,5,0,0,2,1,1,1,1,1,1,2,0,2,0,1,4,56,2,2,5,3,0,0,0,0,702,702,2106,1064,9620.742,1179.197,805.847,574.77
4,3,1,1,1,1,1,7,0,8,1,0,0,0,0,3,3,3,4,3,4,1,0,0,2,0,2,0,0,1,1,0,5,0,2,3,26,2,2,5,1,0,0,0,0,1344,1344,1344,1705,14400.279,3983.372,2726.426,368.144
6,1,1,0,3,0,1,0,0,10,3,1,1,0,0,0,0,1,2,4,3,0,0,0,0,0,0,0,0,1,6,1,0,0,1,1,77,2,1,4,1,0,0,0,0,166,663,663,539,8486.613,4424.255,158.096,102.807
1,3,1,1,3,1,1,0,0,4,2,0,0,2,2,2,6,4,3,3,3,0,1,1,0,1,2,1,1,1,3,1,2,0,2,10,23,2,2,0,2,0,0,0,0,231,2777,2777,726,6046.506,0.0,489.499,1308.653
1,4,2,0,3,1,1,0,0,7,2,1,1,0,0,3,2,3,3,3,3,0,0,1,1,1,0,1,1,1,4,0,3,1,3,3,80,3,1,5,2,0,0,0,0,1472,1472,2208,529,11852.339,0.0,2580.804,1408.579
7,4,2,1,3,1,0,6,6,7,2,1,1,4,41,2,4,2,3,3,4,1,0,3,1,1,3,1,1,1,2,0,2,1,3,6,45,4,3,5,8,0,0,0,0,4778,3998,4778,1197,23758.613,0.0,2464.863,1626.026
1,2,1,0,1,0,1,0,0,4,1,1,1,0,0,2,4,3,2,3,3,0,0,0,0,0,0,0,0,1,1,2,0,0,5,4,61,1,2,2,1,0,0,0,0,832,1248,1248,4570,10481.0,715.998,1681.364,790.296
7,3,1,1,3,1,0,6,0,30,3,0,0,0,3,2,10,4,3,3,4,3,1,0,1,0,1,1,1,1,4,0,4,0,2,1,58,1,4,5,2,0,0,0,0,1512,1512,1512,978,23235.843,7535.257,1043.594,127.453
5,2,2,0,4,0,1,2,0,7,2,1,1,1,3,2,1,2,4,2,3,0,0,0,3,0,1,1,1,1,1,0,0,0,1,5,48,3,1,1,3,1,0,45,0,1012,1012,1012,1186,6117.241,188.335,505.117,742.68
3,4,1,1,1,0,1,0,0,7,1,1,1,0,5,0,0,4,1,3,1,0,1,0,2,2,2,1,1,1,3,3,0,0,1,1,34,3,4,0,2,1,0,90,0,563,1125,1125,1043,6874.966,0.0,1376.592,101.251
3,3,1,1,3,1,1,1,1,4,4,1,1,2,3,2,3,3,3,3,3,0,0,0,0,0,2,1,1,1,3,0,2,0,1,4,74,2,2,4,3,0,0,0,0,1332,1332,1332,1345,13357.0,5734.935,2377.323,607.671
1,6,4,0,3,1,0,40,4,30,1,1,1,1,41,2,5,2,3,5,5,0,0,1,1,1,0,1,1,1,3,1,2,1,4,12,81,5,2,5,7,0,0,0,0,3224,3848,4472,785,29291.255,12845.293,1897.94,3300.581
3,2,1,0,3,0,1,0,0,15,4,1,1,0,3,0,0,1,1,2,2,0,0,1,1,1,1,1,0,1,6,1,2,0,1,2,64,4,1,5,3,0,0,0,0,244,976,976,623,5609.369,2023.156,174.051,136.721
6,3,2,0,4,0,1,0,0,2,2,1,1,7,2,2,15,3,3,3,3,1,0,1,0,1,2,1,1,1,2,0,3,0,3,2,48,3,3,5,5,0,0,0,0,1632,1632,1632,3380,19117.851,1352.699,5851.522,1723.798
6,2,2,0,3,0,1,0,0,10,2,1,1,7,5,3,10,3,2,3,5,0,0,0,0,0,0,1,1,1,3,0,3,0,5,20,80,4,2,5,1,0,0,0,0,1085,2174,2174,774,14598.89,5937.154,208.295,1108.566
7,5,3,1,1,1,0,3,2,5,4,1,1,4,41,1,7,3,3,3,4,0,0,2,3,1,3,1,1,1,4,0,6,0,3,12,32,5,2,2,4,0,0,0,0,4320,4320,4320,2308,20532.425,0.0,7414.197,3648.705
6,2,2,0,3,1,1,0,0,10,2,1,1,3,42,2,4,2,2,3,3,0,1,0,0,1,0,1,1,1,5,0,2,0,2,3,80,3,2,5,3,0,0,0,0,1055,1055,1055,418,4984.485,0.0,245.997,357.226
1,3,1,0,2,0,1,0,0,7,2,0,0,0,0,3,2,2,1,3,4,0,1,0,1,1,1,1,1,1,4,0,3,0,1,3,62,3,1,3,2,0,0,0,0,840,840,840,2680,6978.2,384.028,3663.031,395.345
3,2,1,0,3,0,1,0,0,14,1,1,0,0,0,0,0,3,3,2,2,1,0,2,2,0,1,1,1,1,6,2,0,0,1,1,70,1,2,5,2,0,0,0,0,247,493,493,1135,3628.0,0.0,830.333,113.002
3,3,3,0,4,1,0,3,3,15,5,1,1,0,41,3,3,1,3,5,3,0,0,0,1,0,1,1,1,1,3,0,0,0,3,1,64,4,1,0,6,0,0,0,0,2368,2368,2368,4191,20583.871,319.367,14723.418,819.646
1,2,1,0,1,0,1,0,0,7,2,1,1,0,0,2,4,1,3,5,5,0,0,2,0,2,0,1,1,1,3,0,3,0,1,2,68,2,2,5,1,0,0,0,0,1174,1174,1174,3357,15966.9,5640.802,3710.195,374.752
1,3,1,0,3,0,1,0,0,2,1,0,0,1,1,2,7,1,2,3,4,0,0,0,0,0,1,1,1,1,5,0,0,0,1,1,18,2,2,5,1,0,0,0,0,2191,2191,3287,752,2004.694,0.0,119.321,187.575
4,3,3,0,2,1,1,0,0,10,3,0,1,3,5,2,3,2,2,3,2,0,0,1,1,0,1,1,1,1,1,0,5,1,3,5,65,2,2,5,4,0,0,0,0,4250,4250,4250,1223,24708.008,12162.217,2270.737,1214.102
6,2,2,1,4,1,1,0,0,1,3,1,0,2,1,3,2,3,3,2,2,0,1,1,0,1,1,1,1,1,5,0,0,1,1,3,57,3,1,0,6,0,0,0,0,1802,1802,1802,1193,7608.735,0.0,1550.301,243.02
2,3,2,0,1,1,1,0,0,14,4,1,1,3,1,3,3,5,3,2,4,0,1,3,0,1,1,1,1,1,3,1,6,0,2,2,72,5,1,1,3,0,0,0,0,264,1850,1850,1395,19992.552,4922.416,3628.464,533.95
5,2,1,0,1,0,1,0,0,20,2,1,1,4,3,0,0,3,3,5,5,1,0,1,1,0,2,1,1,1,4,1,3,1,4,4,22,3,2,2,3,0,0,0,0,167,835,835,574,5562.612,340.804,102.155,716.892
6,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,1,5,35,2,3,0,2,0,0,0,0,803,803,803,1615,6741.978,815.345,578.881,762.43
5,1,1,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,1,1,67,3,1,5,1,0,0,0,0,0,900,900,3262,742.0,0.0,0.0,209.068
1,4,2,1,3,1,1,0,0,4,2,1,0,0,42,2,2,2,2,3,3,0,0,0,0,0,0,0,0,1,6,3,1,0,2,6,78,2,1,5,2,0,0,0,0,841,2243,2243,710,6739.129,0.0,2441.078,1814.917
3,2,1,0,7,0,1,0,0,14,2,0,1,0,2,3,3,3,3,3,2,1,1,0,1,1,1,1,1,1,2,0,1,0,1,3,51,3,2,0,3,0,0,0,0,0,464,464,285,3000.457,0.0,0.0,172.418
4,2,2,0,1,0,1,0,0,7,3,0,0,0,41,0,0,2,3,3,2,0,0,0,0,0,1,1,0,1,3,0,4,0,1,0,67,1,1,1,1,0,0,0,0,1440,1440,1440,4022,6104.636,0.0,4099.055,71.672
1,3,1,1,1,1,0,5,2,30,3,0,0,5,1,2,3,1,2,3,3,0,1,1,1,1,2,1,1,1,6,1,0,0,2,6,43,4,2,3,8,0,0,0,0,2596,2596,2596,687,12428.677,0.0,2698.993,1575.072
1,1,2,0,1,1,1,0,0,5,4,0,0,0,0,3,5,2,2,3,4,1,0,1,1,1,1,1,1,1,4,0,3,0,2,2,43,4,1,2,2,0,0,0,0,900,900,1150,1225,10865.684,6783.96,694.734,521.986
5,2,2,1,6,1,1,5,5,20,2,1,1,3,3,2,6,3,3,4,2,0,0,1,2,0,2,1,1,1,5,0,5,1,3,12,29,3,2,5,6,0,0,0,0,1728,1728,2336,1381,6309.2,0.0,761.027,523.914
1,4,1,0,3,1,1,0,0,7,1,0,1,0,0,3,4,2,3,4,4,0,0,0,0,0,0,0,0,1,2,0,2,0,2,10,80,2,2,5,2,0,0,0,0,3267,4763,4763,572,12996.427,0.0,3170.916,4481.401
6,3,2,0,4,0,1,7,4,7,4,1,1,4,3,2,5,2,3,3,2,0,1,0,1,1,1,1,1,1,4,0,2,0,2,8,71,4,2,3,6,0,0,0,0,1673,1673,1673,1241,7886.076,0.0,923.564,1988.78
3,1,1,0,5,0,1,0,0,5,3,1,1,0,0,0,10,1,2,3,3,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,85,3,1,4,1,0,0,0,0,157,472,472,3917,7903.0,114.68,2411.759,361.955
3,4,2,1,3,1,1,5,0,10,3,0,1,2,1,3,2,2,2,3,3,0,0,1,1,0,1,1,1,1,2,0,0,0,2,10,55,5,1,2,3,0,0,0,0,2916,2312,2916,1363,3352.345,0.0,240.822,559.449
4,3,1,1,4,0,1,0,0,10,1,1,1,0,5,2,2,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,2,0,54,3,2,0,3,0,0,0,0,736,0,736,1129,8018.069,0.0,1553.54,283.617
8,3,1,1,3,1,1,0,0,7,3,1,0,0,1,3,2,2,3,2,3,0,1,1,0,1,1,1,1,1,2,0,3,0,2,10,49,3,2,2,6,0,0,0,0,3494,3494,3494,548,10363.009,1650.376,420.781,1468.047
7,5,3,0,2,0,1,0,0,7,2,1,1,6,1,2,5,3,3,5,4,2,1,0,3,1,2,1,1,1,3,0,7,0,3,10,40,4,2,5,5,0,0,0,0,1526,1759,2225,1341,10043.987,0.0,1217.781,2261.033
1,1,1,0,3,0,1,0,0,7,2,1,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,60,3,2,5,2,1,0,24,0,0,691,691,587,3903.106,1214.371,0.0,816.489
7,4,3,1,1,1,1,20,20,9,3,1,1,8,41,2,15,8,3,3,3,1,1,4,5,1,5,1,1,1,4,0,4,1,5,30,52,4,2,2,6,0,0,0,0,6238,6238,6238,723,18288.821,0.0,1307.291,4205.187
7,2,2,0,4,0,0,25,4,10,2,0,1,3,3,2,2,2,3,3,3,0,2,1,1,2,1,1,1,1,3,0,0,0,2,10,83,4,2,5,5,0,0,0,0,696,696,696,1524,2098.848,0.0,153.422,149.316
4,2,1,0,2,1,1,0,0,0,2,0,1,2,3,2,5,3,2,4,2,0,0,2,1,1,4,1,1,1,4,1,2,0,2,2,49,4,2,0,2,0,0,0,0,1240,1240,1240,1276,14461.588,2643.051,1803.394,369.23
2,1,1,0,3,0,1,0,0,70,3,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,0,0,1,4,53,3,2,5,1,1,0,1,0,136,272,272,219,9658.932,2525.134,125.931,387.728
8,2,1,0,2,0,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,1,1,1,1,0,1,5,33,2,2,5,2,0,0,0,0,870,870,870,2443,4966.585,448.942,1116.839,630.102
7,3,2,0,2,0,1,0,0,5,2,1,1,1,3,3,2,2,3,3,3,0,1,1,2,1,1,1,1,1,3,3,7,0,2,10,65,5,2,2,3,0,0,0,0,770,1540,1540,2480,1320.2,56.287,263.477,57.805
3,3,1,1,6,0,1,0,0,5,3,1,0,0,41,0,0,3,2,4,3,1,0,0,1,0,4,1,0,1,3,1,1,0,1,10,56,2,5,4,4,0,0,0,0,247,986,986,700,6282.854,1852.05,175.989,696.692
1,1,1,0,1,0,1,0,0,20,1,1,1,2,3,0,0,1,3,3,3,1,1,1,1,1,2,1,1,1,6,2,0,0,1,2,36,4,2,5,8,0,0,0,0,640,960,960,1259,7322.0,0.0,1009.231,245.148
1,0,1,0,1,0,1,0,0,7,4,1,1,0,0,2,4,1,1,2,2,0,0,0,0,0,0,0,0,1,4,0,0,0,1,10,84,1,1,5,1,0,0,0,0,1606,803,1606,1335,4164.373,0.0,628.093,900.093
5,2,2,0,4,0,1,0,0,7,4,1,0,1,3,0,0,3,3,2,2,0,0,2,1,1,2,1,1,1,5,0,0,0,1,4,27,4,2,0,6,0,0,0,0,667,667,667,570,3330.303,124.841,223.369,632.354
4,3,1,1,3,1,1,0,0,10,1,0,0,0,42,2,0,2,3,2,3,0,0,0,0,0,2,1,0,1,3,0,1,0,1,1,19,2,1,0,2,0,0,0,0,0,1134,1134,1505,2498.645,870.81,0.0,104.535
6,3,2,1,2,0,1,0,0,25,3,1,1,1,41,2,2,1,3,3,2,0,0,1,0,1,0,1,1,1,2,0,1,1,4,2,85,5,1,5,8,0,0,0,0,2823,2823,2823,451,7846.904,0.0,419.398,1023.484
1,3,1,0,1,0,1,0,0,2,3,1,0,0,0,2,0,2,1,2,2,0,1,1,2,1,2,1,1,1,6,1,0,0,1,2,49,2,4,0,2,0,0,0,0,289,1443,1443,1110,3881.0,0.0,1782.124,312.358
2,2,1,0,3,0,1,0,0,10,1,1,1,0,0,2,10,2,2,5,5,0,0,1,0,0,2,1,1,1,4,0,3,0,2,10,21,3,2,4,2,0,0,0,0,888,888,888,1382,8126.343,0.0,2655.342,2512.336
1,2,2,0,1,0,1,0,0,20,2,1,1,7,41,3,8,1,3,2,2,1,2,0,1,2,3,1,1,1,3,3,0,0,2,16,50,4,2,5,8,0,0,0,0,951,1268,1268,1056,6503.591,0.0,1135.372,1519.389
6,2,1,0,1,0,1,0,0,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,3,0,1,6,69,3,1,1,2,0,0,0,0,1147,1147,1147,2834,6608.0,1433.176,1658.947,1125.98
7,3,2,0,1,0,1,0,0,10,3,1,1,0,0,1,10,2,3,5,5,0,1,0,2,0,1,1,1,1,3,0,4,0,3,5,38,4,3,0,2,0,0,0,0,1310,1310,1310,4829,15549.26,1462.829,3491.314,891.456
4,4,2,0,3,1,1,0,0,21,2,1,1,6,1,2,9,1,3,3,3,0,1,1,0,1,1,1,1,1,4,0,1,0,1,3,75,3,2,5,1,0,0,0,0,1742,1742,1742,256,14460.0,4212.97,635.858,196.741
3,3,2,1,7,1,0,14,2,21,4,0,1,3,41,2,3,1,2,2,2,1,1,1,2,2,2,1,1,1,3,0,0,0,4,20,71,5,2,5,3,0,0,0,0,2190,2190,2190,4529,15140.983,0.0,7518.989,2942.357
4,2,1,0,3,0,1,0,0,5,4,0,1,3,3,3,10,2,2,3,4,0,0,2,1,0,2,1,1,1,5,0,2,0,1,5,42,3,1,0,2,0,0,0,0,1026,1026,2052,954,16702.928,5510.852,1155.064,1216.844
1,0,1,0,4,0,1,0,0,14,2,0,0,3,41,2,2,1,2,3,2,0,0,0,0,0,0,0,0,1,5,0,0,0,2,4,85,2,1,0,1,0,0,0,0,313,313,313,564,3850.0,0.0,112.545,1406.873
6,5,3,0,2,1,1,0,0,14,5,1,1,1,5,2,2,3,3,3,3,0,1,1,0,2,0,1,1,1,3,0,6,0,5,12,74,5,2,3,8,0,0,0,0,2420,2804,3572,1371,18485.125,8392.084,1807.789,1425.396
5,3,2,0,1,1,1,0,0,14,4,1,1,6,1,3,6,4,3,4,3,0,1,0,1,1,1,1,1,1,2,0,4,1,3,10,64,2,2,5,2,0,0,0,0,3294,3294,3294,915,8770.862,0.0,935.613,2085.791
5,3,1,0,3,0,1,0,0,4,2,1,0,0,0,2,2,2,3,4,4,0,0,0,1,0,1,1,1,1,6,1,1,0,1,9,64,2,1,5,2,0,0,0,0,224,1120,1120,1585,16131.99,9600.591,1473.156,733.526
7,3,1,2,7,1,1,0,0,20,6,0,1,0,3,2,2,1,2,2,2,0,0,0,1,0,0,1,1,1,3,0,2,0,3,3,82,2,1,5,1,0,0,0,0,1550,1800,1800,507,14027.611,9397.484,200.332,209.881
1,4,1,0,3,1,1,0,0,28,2,1,1,0,0,1,14,5,4,5,5,1,0,2,3,1,4,1,1,1,5,2,4,0,2,6,36,2,2,2,3,0,0,0,0,389,2013,2800,743,6066.733,124.804,180.47,318.373
5,4,1,1,1,0,1,0,0,15,3,0,0,0,0,2,10,1,1,4,4,0,0,0,0,0,0,0,0,1,5,1,1,0,2,20,71,2,3,0,1,0,0,0,0,233,1400,1400,2279,19020.6,1661.701,1613.697,4894.234
1,3,2,0,5,0,1,0,0,6,4,1,1,2,41,3,2,2,2,2,3,0,1,0,0,1,1,1,1,1,4,0,4,0,3,12,70,5,1,0,3,0,0,0,0,1664,1664,1664,3213,10086.922,0.0,4924.146,2072.347
4,3,2,0,1,1,1,0,0,15,2,1,1,0,41,3,10,3,3,3,5,0,0,1,1,0,3,1,1,1,2,0,2,0,2,8,39,3,2,3,5,0,0,0,0,2340,2340,2340,1327,22795.516,8312.017,2750.556,938.722
5,2,2,0,3,1,1,0,0,7,4,0,0,0,0,3,7,4,3,2,5,0,0,1,0,0,0,1,1,1,6,0,3,0,1,1,72,1,2,5,2,0,0,0,0,770,770,770,3530,15722.344,503.004,3999.848,229.034
3,5,2,0,3,0,1,0,0,5,3,1,1,4,3,3,12,5,3,3,3,3,1,3,6,2,5,1,1,1,5,5,8,0,3,30,55,3,6,0,8,0,0,0,0,1841,3195,3195,1353,33953.6,10548.823,2581.039,5759.742
1,2,1,1,7,0,1,0,0,14,3,1,1,0,0,1,4,1,2,2,2,0,1,1,1,1,3,1,1,1,4,2,0,0,1,2,30,1,2,3,1,0,0,0,0,720,1080,1080,848,4187.488,632.541,857.619,680.334
3,4,2,0,1,1,1,0,6,14,2,1,1,5,3,3,3,2,4,3,3,0,0,1,0,1,0,1,1,1,3,0,2,0,5,20,78,5,2,5,7,0,0,0,0,2635,2635,3763,1646,28610.443,10864.741,4735.635,3894.8
1,3,2,0,1,0,1,0,0,7,2,1,1,1,41,3,3,2,3,3,3,0,1,2,3,1,2,1,1,1,6,0,2,0,2,6,33,3,2,3,5,0,0,0,0,1692,1692,1692,2186,11620.848,0.0,6192.147,831.582
2,3,1,0,4,1,1,0,0,10,6,1,1,0,3,3,12,4,3,3,5,0,0,1,5,1,2,1,0,1,2,0,1,0,2,13,34,1,2,5,3,0,0,0,0,1075,1075,1075,1434,10071.558,0.0,1435.916,2088.714
3,3,2,0,4,0,1,0,0,5,4,0,1,2,1,2,4,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,5,0,3,8,60,3,2,3,5,0,0,0,0,1520,0,1520,4030,12873.097,0.0,3414.808,1347.488
4,4,2,0,2,1,1,0,0,3,3,0,0,0,0,3,3,1,3,3,4,1,1,0,0,0,0,0,0,1,2,0,0,0,1,4,55,1,3,2,8,0,0,0,0,0,1832,1832,243,5353.564,0.0,0.0,945.321
5,2,2,0,3,1,1,0,0,20,2,1,1,0,0,2,2,2,2,3,3,0,0,1,0,2,2,1,1,1,3,0,2,0,1,10,64,5,2,5,5,0,0,0,0,1120,1120,1120,2817,10033.0,618.011,3363.453,1466.883
1,3,1,0,3,0,1,0,0,1,3,0,1,1,3,3,1,2,1,1,2,0,0,1,2,1,1,1,0,1,5,0,5,1,3,8,43,5,1,0,3,0,0,0,0,1440,1440,1440,2506,10474.818,169.396,3453.0,1256.981
5,3,2,1,1,1,1,0,0,7,2,1,0,4,5,2,2,4,2,3,2,0,0,1,0,1,0,1,1,1,4,0,4,1,4,12,82,4,2,5,3,0,0,0,0,1922,2881,3839,1377,7071.462,0.0,900.955,1216.731
1,3,1,0,2,1,1,0,0,50,3,1,1,0,0,3,8,1,3,3,5,0,1,3,1,1,3,1,1,1,4,1,6,1,2,10,58,3,3,5,2,0,0,0,0,175,1181,1575,791,6937.331,0.0,549.799,1725.093
7,4,2,1,4,1,0,4,1,6,5,0,1,1,2,2,3,2,3,5,5,1,1,0,1,2,1,1,0,1,4,0,5,0,2,4,69,5,1,5,6,0,0,0,0,2106,2106,2106,4979,18431.876,0.0,9495.58,1195.208
4,5,3,0,1,1,1,0,0,7,3,1,1,5,3,3,5,5,3,3,5,0,1,1,1,1,2,1,1,1,1,0,1,0,2,3,54,5,2,0,7,0,0,0,0,4096,4096,4096,731,8527.065,0.0,1578.527,279.907
6,4,2,1,3,1,1,0,0,45,2,1,0,1,2,2,3,5,3,3,3,0,1,2,2,2,4,1,1,1,5,0,2,0,5,15,62,3,3,5,3,0,0,0,0,3960,3960,3960,1618,22285.0,5224.587,5628.499,1894.586
8,3,2,0,2,1,1,15,0,10,2,1,0,7,42,3,5,2,2,2,1,0,2,2,1,3,1,1,1,1,1,1,2,0,2,7,58,5,2,5,1,0,0,0,0,486,2430,2430,254,14374.862,5607.318,224.284,886.171
7,7,4,0,4,0,2,0,0,1,2,0,0,0,3,1,1,2,3,2,1,0,0,0,0,0,1,1,0,1,3,0,7,0,1,0,73,2,3,1,1,0,0,0,0,1984,1984,1984,3268,35062.093,10730.875,4918.45,104.606
7,3,2,0,1,1,1,0,0,4,3,0,1,1,1,3,1,3,3,2,4,0,1,1,1,1,1,1,1,1,6,0,4,0,3,4,55,4,1,1,4,0,0,0,0,2288,2288,2288,921,15629.697,0.0,1766.703,1101.496
4,3,3,0,1,0,1,0,0,7,3,1,1,7,2,1,21,4,2,5,5,0,0,1,3,1,3,1,1,1,1,2,4,0,2,3,58,4,3,0,8,0,0,0,0,2040,2040,2040,1727,14252.403,1226.402,1862.017,631.809
3,4,2,0,1,1,1,0,0,20,2,0,1,3,2,2,3,3,3,5,5,1,2,0,2,1,2,1,1,1,2,0,6,0,2,6,75,3,2,5,2,0,0,0,0,1979,1979,1979,2508,8356.663,0.0,2808.062,955.831
1,2,1,0,1,0,1,0,0,7,1,0,0,0,0,2,3,2,3,3,3,1,1,2,0,0,2,0,0,1,6,1,0,0,1,3,41,3,2,2,1,0,0,0,0,184,736,736,1140,5250.0,0.0,1065.272,305.746
7,3,3,0,2,1,1,0,0,20,4,1,1,3,41,2,8,6,4,4,3,1,1,1,2,1,2,1,1,1,4,0,6,0,3,6,76,4,2,5,5,0,0,0,0,3113,2594,4150,1367,16202.733,0.0,4088.834,1616.934
4,4,1,0,3,1,1,0,0,7,2,1,1,7,2,1,3,1,4,2,2,1,0,2,2,1,1,1,1,1,6,0,0,1,2,5,50,3,2,5,2,0,0,0,0,1852,1852,1852,1093,6196.371,0.0,2019.342,673.017
1,3,1,0,3,1,1,0,0,10,3,1,1,2,2,3,2,2,2,2,2,0,1,1,0,1,2,1,1,1,2,0,3,0,1,2,27,4,2,2,6,0,0,0,0,1849,1849,2178,558,4002.041,0.0,808.872,498.022
5,4,3,0,2,0,1,0,0,5,2,1,1,0,0,1,2,1,4,1,2,0,0,1,0,1,1,1,1,1,4,0,1,0,2,3,48,3,2,0,4,0,0,0,0,2070,2070,2070,1698,13949.0,6805.696,1897.808,779.45
1,3,2,0,3,1,1,0,0,12,3,1,1,1,3,3,2,3,3,2,2,0,1,1,2,1,2,1,1,1,6,3,7,1,2,1,30,5,2,0,7,0,0,0,0,1039,2078,2645,812,4353.944,0.0,589.43,333.694
2,2,2,0,3,0,0,21,3,21,2,1,1,4,2,3,2,2,3,4,4,0,0,0,0,0,0,0,0,1,2,0,5,0,4,12,84,1,2,5,2,0,0,0,0,1496,1496,1496,1544,8381.667,0.0,2761.592,1367.312
6,4,3,0,3,1,1,0,0,15,2,1,1,0,42,2,8,4,3,3,4,0,0,3,4,1,4,1,1,1,5,0,5,1,3,25,47,5,4,0,6,0,0,0,0,2700,2700,2700,1386,12437.222,406.651,1696.496,3217.964
3,2,1,0,2,0,0,0,0,14,2,0,0,0,0,0,0,1,1,4,4,1,0,0,0,0,0,0,0,1,3,0,0,0,1,2,57,1,1,5,1,0,0,0,0,0,952,952,1414,2009.544,0.0,0.0,376.277
