YEARMADERANGE,BEDROOMS,NCOMBATH,NHAFBATH,WALLTYPE,OUTLET,STOVEN,SEPCOOKTUSE,SEPOVENUSE,AMTMICRO,NUMMEAL,TOAST,COFFEE,DWASHUSE,AGEDW,WASHTEMP,DRYRUSE,TVCOLOR,TVSIZE1,TVONWD1,TVONWE1,TVAUDIOSYS,DESKTOP,NUMLAPTOP,NUMTABLET,ELPERIPH,NUMSMPHONE,INTERNET,INWIRELESS,HEATHOME,EQUIPAGE,NUMBERAC,NUMCFAN,NOTMOIST,LGTINNUM,LGTIN4,HHAGE,EDUCATION,NUMADULT,ATHOME,MONEYPY,NOHEATBROKE,NOHEATEL,NOHEATDAYS,USESOLAR,TOTCSQFT,TOTHSQFT,TOTSQFT_EN,CDD30YR,KWH,KWHSPH,KWHCOL,KWHLGT
6,2,2,0,3,1,1,0,0,20,3,1,0,1,1,2,2,3,3,3,4,1,1,2,1,1,3,1,1,1,1,0,5,0,1,10,57,2,3,5,8,0,0,0,0,1198,1198,1198,921,7803.762,0.0,960.97,2491.285
5,3,2,0,4,1,1,0,0,10,2,1,1,3,41,3,3,3,4,3,3,1,1,2,4,1,2,1,1,1,4,0,4,0,2,5,68,5,2,5,6,0,0,0,0,2354,2354,2354,4804,11013.226,716.376,2469.147,1102.415
6,3,2,0,2,0,1,0,0,20,1,1,1,0,0,2,8,3,3,4,4,0,0,0,1,0,0,1,1,0,0,0,2,0,1,2,47,1,2,1,1,1,0,365,0,0,0,1210,2197,8373.818,0.0,0.0,541.819
7,2,2,0,7,0,1,0,0,21,1,0,0,2,3,2,3,2,3,4,4,0,1,0,2,1,0,1,1,1,3,0,0,0,2,2,85,5,1,5,3,0,0,0,0,1039,1039,1039,4624,9528.0,896.202,1884.597,202.289
1,4,2,0,4,1,1,0,0,14,3,1,1,8,41,3,12,2,3,2,2,0,1,2,1,1,0,1,1,1,1,0,7,1,4,15,49,3,2,0,4,0,0,0,0,3136,3136,4264,823,4088.615,0.0,129.326,204.844
2,2,1,0,3,0,1,0,0,1,3,0,1,0,0,3,3,2,3,3,3,1,0,1,2,1,2,1,1,1,2,0,2,0,1,2,30,4,2,3,3,0,0,0,0,918,918,1418,954,12413.428,5902.25,824.215,496.802
2,3,2,1,3,1,1,0,0,40,3,0,1,3,2,3,5,4,3,3,5,0,1,2,3,2,2,1,1,1,6,0,4,0,3,15,44,5,2,5,8,0,0,0,0,3243,3243,3243,264,11131.939,0.0,966.858,3646.921
1,3,1,1,4,0,1,0,0,1,3,1,1,0,0,3,2,3,3,3,2,0,1,1,1,1,1,1,1,1,2,0,2,0,1,2,46,2,3,5,3,0,0,0,0,0,950,950,695,2858.273,341.662,0.0,162.8
8,1,1,0,7,0,1,0,0,21,2,0,0,0,0,0,0,1,1,3,4,0,0,1,0,0,1,0,0,1,1,0,4,0,1,1,60,5,1,2,1,0,0,0,0,759,759,759,2656,4290.0,519.416,885.459,201.388
3,3,2,0,3,1,1,0,0,21,3,0,1,0,2,2,1,1,4,4,4,0,1,0,0,1,0,1,1,1,1,0,3,0,1,3,71,2,2,5,2,0,0,0,0,1885,1885,1885,1604,9944.309,0.0,3899.07,410.417
7,2,2,1,1,1,1,0,0,7,4,0,1,1,3,3,1,2,3,1,2,0,0,1,2,0,1,1,1,1,3,0,2,0,2,10,32,4,1,0,6,0,0,0,0,1850,1850,1850,1673,16584.684,6750.255,2601.642,1321.092
3,3,1,1,2,1,1,0,0,7,2,1,0,1,5,2,2,2,3,4,4,0,0,0,0,0,0,0,0,1,6,0,0,0,2,7,85,2,1,5,2,0,0,0,0,1707,1707,1707,1299,3837.954,0.0,559.194,815.783
7,3,2,1,4,1,1,0,0,25,3,1,1,4,41,2,2,6,3,3,4,2,1,2,3,2,2,1,1,1,4,0,2,0,2,10,50,3,2,5,7,0,0,0,0,2216,3074,3074,812,10796.644,0.0,958.948,1850.182
5,3,2,0,1,1,1,0,0,4,3,1,1,3,2,2,3,2,2,4,3,0,0,1,0,1,0,1,1,1,6,0,5,0,1,0,80,4,2,4,5,0,0,0,0,1406,1406,1406,2585,10831.529,0.0,6157.747,332.82
3,3,2,0,4,0,0,5,3,10,2,1,1,1,3,3,4,2,3,5,5,0,2,1,0,1,2,1,1,1,5,0,2,0,2,10,57,3,3,5,6,0,0,0,0,2188,2188,2188,1239,11813.912,857.212,2109.481,573.676
6,3,2,1,3,0,1,0,0,15,2,1,1,1,5,2,1,1,1,3,3,0,1,0,0,1,0,1,0,1,2,0,0,0,2,3,78,3,1,5,2,0,0,0,0,1459,2126,2126,662,4392.691,292.394,478.447,390.565
4,3,2,0,1,1,0,5,5,10,3,1,1,5,41,2,10,3,3,3,3,0,0,3,2,2,3,1,1,1,6,0,4,0,3,15,57,5,2,2,3,0,0,0,0,1360,1360,3120,2662,14834.455,0.0,5287.867,3029.076
1,3,1,0,2,1,1,0,0,4,1,1,1,0,0,3,12,3,4,4,5,0,1,1,2,1,3,1,1,1,6,2,3,0,2,4,29,1,3,5,3,0,0,0,0,405,3240,3240,760,12162.972,0.0,596.856,684.351
3,3,2,0,1,1,0,4,2,10,3,1,1,2,3,3,7,2,3,5,5,0,0,0,1,0,0,1,1,1,1,0,1,1,4,20,61,2,2,5,2,0,0,0,0,2916,2916,2916,1337,8909.935,184.774,1751.985,1012.51
6,2,1,1,3,1,1,0,0,5,2,1,1,7,42,3,8,2,2,4,5,0,0,1,1,0,1,1,1,1,5,0,1,0,2,2,30,4,1,3,3,0,0,0,0,1106,1106,1106,1075,6821.69,2431.194,445.231,329.938
6,4,3,1,2,1,1,0,0,20,2,1,1,9,5,3,7,1,3,2,2,0,1,1,2,1,2,1,1,1,6,0,5,0,5,20,38,4,2,5,5,0,0,0,0,4823,4371,5726,1672,18589.292,4647.012,5715.893,2795.437
2,5,3,0,3,1,1,0,0,14,2,1,1,0,0,3,4,3,3,5,5,0,0,0,1,1,4,1,1,1,4,0,9,0,2,12,75,4,4,5,2,0,0,0,0,2115,2115,2115,929,17382.264,0.0,3169.737,691.442
7,2,2,0,1,0,1,0,0,0,4,0,0,0,41,2,0,2,2,5,3,0,0,0,0,0,0,0,0,1,4,0,3,0,1,4,75,2,1,5,1,0,0,0,0,810,810,810,2398,8519.792,687.444,1467.186,1491.106
7,3,2,0,2,0,1,0,0,15,3,1,1,9,2,3,4,1,3,3,3,0,0,4,2,1,3,1,1,1,4,1,0,0,2,12,39,3,2,5,5,0,0,0,0,206,1236,1236,70,18835.517,6731.357,80.928,860.99
1,1,1,0,1,0,1,0,0,6,4,1,0,0,0,2,0,2,2,3,3,0,0,0,2,0,1,1,1,1,6,1,1,0,1,2,40,3,1,0,2,0,0,0,0,800,800,800,888,3128.0,0.0,1361.477,270.078
6,3,3,0,1,1,1,0,0,25,4,0,1,5,42,2,3,4,3,3,5,1,0,2,1,1,3,1,1,1,5,0,1,0,2,12,50,2,3,1,6,0,0,0,0,1728,1728,1728,2991,14937.856,0.0,6801.621,3333.207
1,3,1,0,2,1,1,0,7,7,1,1,1,0,0,2,0,5,3,2,4,0,0,0,1,0,5,0,0,1,2,1,2,0,2,10,63,3,3,1,2,0,0,0,0,191,1334,1334,3147,18427.4,5422.428,3579.462,1847.029
2,2,2,0,4,1,1,0,0,20,3,1,1,0,0,2,0,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,77,2,2,5,3,0,0,0,0,0,0,1129,505,1479.917,0.0,0.0,207.3
6,5,4,2,1,1,0,8,3,10,3,1,1,4,42,2,3,4,1,2,3,2,2,1,2,2,2,1,1,1,5,0,10,0,5,30,61,5,2,0,8,0,0,0,0,3452,3851,5047,1654,20268.3,0.0,5024.469,5562.065
1,3,1,1,3,0,1,0,0,14,3,1,1,0,0,1,6,3,3,2,3,0,0,1,0,1,2,1,1,1,6,0,1,0,2,5,42,3,2,0,3,0,0,0,0,1100,1100,1100,971,9584.441,0.0,1442.462,1003.632
7,2,2,0,3,0,1,7,3,4,2,1,1,2,41,0,0,3,3,3,3,0,0,0,1,0,2,0,0,1,4,0,3,0,1,8,31,4,1,2,2,0,0,0,0,1100,1100,1100,2657,6073.829,573.287,1214.031,1128.449
6,3,2,0,3,0,1,0,0,15,3,0,1,0,2,2,8,4,3,3,3,0,0,1,2,1,2,1,1,1,5,0,4,0,2,4,40,2,2,1,3,0,0,0,0,1352,1352,1352,1483,8396.189,0.0,2164.43,916.346
3,2,2,0,2,0,1,0,0,2,2,0,1,0,42,1,2,3,3,1,2,0,1,1,1,0,3,0,0,0,0,0,1,0,1,1,46,1,4,0,1,0,0,0,0,0,0,900,907,2554.883,0.0,0.0,85.438
7,5,3,0,4,0,1,1,3,20,2,0,1,7,3,3,10,2,3,1,3,1,1,2,0,2,4,1,1,1,3,0,6,0,5,20,42,5,2,0,8,0,0,0,0,2750,2750,2750,1202,20691.353,0.0,1203.057,1905.193
7,2,2,0,1,0,1,0,0,5,3,0,1,1,41,3,4,1,4,3,4,0,0,2,1,0,2,1,1,1,3,0,0,0,2,3,40,4,1,2,3,0,0,0,0,797,797,797,1503,6609.0,1131.284,377.459,462.501
4,2,2,0,4,1,1,0,0,6,1,0,1,1,3,3,2,2,3,2,3,0,0,2,2,1,2,1,0,1,5,0,5,0,2,1,54,4,2,5,5,0,0,0,0,976,976,976,4854,18498.971,3880.607,6378.84,269.408
6,3,2,0,4,1,1,0,0,15,3,1,0,1,5,3,1,0,0,0,0,0,2,1,1,3,1,1,1,1,6,0,3,0,1,3,69,5,2,0,8,0,0,0,1,1050,1050,1050,1088,7347.044,0.0,1626.027,649.54
2,3,2,1,4,1,0,10,4,25,2,0,1,6,3,2,5,4,1,3,3,1,1,0,0,1,2,1,1,1,4,0,0,0,3,10,76,5,2,5,8,0,0,0,0,0,2152,2152,177,5092.176,0.0,0.0,1215.937
7,4,2,1,1,0,2,0,0,20,3,1,1,0,41,3,3,1,4,2,3,0,0,1,1,0,3,1,1,1,4,0,5,0,2,7,42,2,3,1,4,0,0,0,0,2788,2788,2788,3211,17395.294,2659.353,5289.625,943.985
2,3,1,1,4,1,1,0,0,17,2,1,1,0,0,0,0,2,3,5,5,0,0,0,0,0,0,0,0,1,3,0,0,0,2,2,85,1,1,5,2,0,0,0,0,758,758,758,867,7143.152,307.362,1371.259,1066.226
6,3,2,1,3,1,1,0,0,30,2,1,1,7,3,3,15,5,4,3,4,2,1,1,4,3,2,1,1,1,6,0,0,0,3,18,45,4,2,0,8,0,0,0,0,3121,3121,3121,600,15232.112,0.0,725.151,5264.454
1,3,1,0,3,1,1,0,0,50,2,0,1,9,2,3,7,3,3,4,5,1,1,2,1,1,2,1,1,1,1,2,5,1,2,8,39,3,2,5,5,0,0,0,0,407,2137,2137,828,10224.806,3530.663,991.465,983.625
7,0,1,0,3,0,1,0,0,4,3,0,0,0,1,0,0,1,2,2,3,0,0,1,1,1,1,1,1,1,3,0,2,0,2,6,22,3,1,3,1,0,0,0,0,719,719,719,1281,6458.16,1943.683,405.295,1161.249
5,2,1,0,3,1,1,0,0,7,2,1,0,0,3,3,8,1,3,5,5,0,0,0,0,0,0,0,0,1,2,1,0,0,1,10,73,3,2,5,3,0,0,0,0,175,1050,1050,1757,17851.017,9242.512,1567.184,2497.299
2,0,1,0,7,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,4,24,4,1,0,2,0,0,0,0,504,0,504,485,2460.452,0.0,374.4,1280.304
7,2,2,0,3,1,1,0,0,20,2,0,1,4,41,2,10,2,3,3,3,0,0,1,0,1,0,1,0,1,4,0,3,0,3,7,79,2,1,5,2,0,0,0,0,0,1650,1650,41,12671.665,3565.273,0.0,1778.033
5,1,1,0,1,1,1,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,2,57,5,1,0,2,0,0,0,0,0,747,747,557,3759.912,1126.514,0.0,449.157
5,0,1,0,7,0,1,0,0,4,3,0,1,1,3,0,0,1,2,2,2,1,0,2,1,1,2,1,1,1,4,1,0,0,1,3,31,5,1,0,4,0,0,0,0,510,510,510,1357,2171.946,0.0,535.546,210.804
4,3,2,0,4,0,1,0,0,0,1,0,0,7,2,0,0,1,1,2,3,0,0,1,1,0,1,1,1,1,4,0,0,0,1,2,38,3,1,1,2,0,0,0,0,1164,1164,1164,1202,3071.03,0.0,919.047,208.306
6,4,2,0,3,1,1,0,0,8,1,0,1,0,0,0,0,3,4,4,3,0,0,2,1,0,4,0,0,1,6,0,0,0,1,4,23,3,6,5,4,0,0,2,0,1512,1512,1512,685,4976.0,0.0,424.747,467.926
1,2,1,0,3,0,1,0,0,0,2,1,0,1,5,2,2,0,0,0,0,0,0,2,2,1,0,1,1,1,6,0,0,0,2,6,68,4,2,5,1,0,0,0,0,0,1123,3510,87,6017.275,0.0,0.0,643.597
8,4,3,1,3,1,0,17,4,14,2,0,1,2,2,2,3,2,2,1,2,0,0,1,1,1,1,1,1,1,2,0,6,0,3,20,65,4,1,5,8,0,0,0,0,3040,3040,3040,1106,10035.689,3676.16,1007.535,2394.735
2,3,1,0,2,0,0,3,0,6,5,0,0,0,41,3,2,3,3,3,4,0,0,1,0,0,2,0,0,1,6,2,3,0,1,0,44,5,1,0,3,0,0,0,0,672,1680,1680,2262,14241.045,3663.797,4086.973,129.38
1,4,2,1,4,1,2,0,0,5,1,1,1,5,3,2,6,3,3,3,4,1,1,2,2,1,5,1,1,1,3,0,0,1,2,8,27,4,5,5,7,0,0,0,0,2400,2400,2950,1005,11092.447,0.0,4787.045,627.827
5,2,2,0,2,1,1,0,0,15,2,1,0,4,3,2,4,1,3,5,2,0,0,1,1,1,0,1,0,1,4,0,2,0,1,0,28,3,1,5,1,0,0,0,0,1054,1054,1054,1471,7539.891,0.0,1084.522,554.554
5,2,2,0,3,0,1,0,0,7,2,0,0,0,3,2,0,2,1,4,4,0,0,0,0,0,0,0,0,1,3,2,2,0,1,1,56,1,2,0,1,0,0,0,0,469,938,938,2218,17354.01,3274.206,1840.656,398.3
8,3,2,1,1,0,0,0,0,20,2,1,1,1,2,2,15,2,3,3,4,0,0,0,0,0,0,0,0,1,1,0,4,0,2,4,72,2,2,0,1,0,0,0,0,2614,2614,5620,2733,11700.0,3767.796,3268.128,671.389
7,3,2,0,5,0,1,0,0,15,3,1,1,3,3,2,3,2,3,2,4,1,0,1,1,1,4,1,1,1,3,0,2,0,1,0,32,4,2,4,6,0,0,0,0,1482,1482,1482,1627,13082.366,5672.243,1291.234,70.945
7,3,2,0,7,1,1,0,0,60,1,1,1,7,41,1,3,4,3,5,5,0,0,1,1,2,3,1,1,1,3,0,4,0,1,1,50,3,2,5,3,0,0,0,0,1664,1664,1664,3399,19305.583,874.96,6585.648,292.39
4,0,1,0,1,0,1,0,0,3,4,1,1,0,1,0,0,2,2,2,2,0,0,1,0,0,0,1,0,1,3,0,0,0,1,2,70,3,1,5,1,0,0,0,0,694,694,694,1075,3919.407,0.0,766.102,971.954
7,4,2,0,3,0,1,0,0,20,1,0,1,0,42,1,3,1,2,3,3,0,0,0,0,0,0,0,0,1,5,0,1,0,2,0,51,1,2,3,2,0,0,0,0,1872,1872,1872,1598,18687.548,10025.186,2252.663,59.664
6,4,2,0,1,1,1,0,0,10,4,1,1,1,42,2,7,6,4,4,4,0,0,3,2,1,3,1,1,1,5,0,3,0,3,10,24,5,3,5,8,0,0,0,0,2300,2300,2300,2008,20071.353,0.0,5021.341,2196.35
1,2,1,0,1,0,1,10,0,5,1,0,0,0,0,0,0,1,1,2,2,0,1,2,2,1,2,1,1,1,3,1,0,0,1,3,61,5,2,5,1,0,0,0,0,250,1000,1000,1059,4171.0,0.0,1231.088,623.062
6,3,2,0,3,0,1,0,0,20,1,1,0,0,1,3,10,3,3,4,4,0,1,0,1,1,0,1,1,1,4,0,1,0,1,0,66,2,2,5,3,0,0,0,0,1106,1106,1106,2486,19257.707,4386.403,4078.801,374.801
3,3,2,0,1,1,1,0,0,7,2,1,1,6,3,2,6,1,2,5,5,0,2,0,1,0,2,1,1,1,4,1,0,0,1,8,44,3,2,5,1,0,0,0,0,1440,1440,1440,3121,19462.176,0.0,9929.992,675.48
5,2,1,0,4,0,1,0,0,7,2,0,0,0,41,3,1,1,2,2,3,0,0,1,0,0,1,1,1,1,6,0,0,0,1,2,21,3,1,0,2,0,0,0,0,750,750,750,3322,3569.324,0.0,1186.216,687.08
1,2,2,0,3,0,1,0,0,7,1,1,0,0,41,2,5,1,2,2,3,0,1,1,1,1,3,1,1,1,4,3,0,1,2,1,44,1,3,0,4,0,0,0,0,600,1000,1000,816,7689.19,0.0,1089.925,80.765
4,3,2,0,2,0,1,0,0,10,3,1,0,3,2,2,2,3,3,4,3,1,2,1,2,2,2,1,1,1,5,0,0,0,2,15,64,3,2,5,5,0,0,0,0,1206,1206,2412,577,27174.863,12729.694,1472.052,1094.331
6,2,2,0,4,1,1,0,0,50,1,1,1,1,42,3,5,2,2,2,2,0,0,1,0,1,2,1,1,1,5,0,2,0,3,9,65,5,1,5,2,0,0,0,0,0,1400,1400,1366,3780.667,0.0,0.0,447.59
1,3,2,0,2,1,1,0,0,30,4,0,1,1,3,3,5,3,4,3,4,1,0,2,0,1,2,1,0,1,5,0,2,0,2,8,54,2,2,2,6,0,0,0,0,1840,1840,1840,674,6780.174,0.0,1120.298,909.859
4,4,1,0,3,1,1,0,0,5,3,1,0,1,2,2,6,5,4,3,5,2,0,3,2,2,4,1,1,1,6,0,5,0,3,12,36,2,2,0,4,0,0,0,0,2365,2365,2365,822,20117.891,0.0,2178.943,1394.333
1,3,2,0,2,1,1,0,0,5,3,1,1,0,41,2,1,4,4,4,4,0,2,1,1,0,1,1,1,1,5,0,0,0,2,4,78,3,2,5,7,0,0,0,0,3028,3028,3028,1350,17334.228,0.0,7565.45,663.069
3,2,1,0,3,1,1,0,0,7,1,0,1,1,42,0,0,2,1,3,4,0,1,0,1,1,0,1,1,1,1,1,2,0,1,1,62,3,1,1,3,0,0,0,0,220,880,880,682,2033.932,0.0,234.481,167.181
5,3,2,1,3,0,1,0,0,6,2,0,0,2,3,2,0,3,3,4,3,0,0,1,0,0,0,1,1,1,4,0,5,0,1,6,66,4,2,5,3,0,0,0,0,3618,3618,5627,1764,4901.419,0.0,1464.239,469.466
7,1,1,0,1,0,1,0,0,15,4,0,0,0,1,0,0,1,2,5,5,0,0,0,2,0,1,1,0,1,4,0,1,0,1,6,28,2,1,5,1,0,0,0,0,720,720,720,2633,9016.513,1322.047,730.777,1475.957
2,2,1,0,3,0,1,0,0,7,3,1,0,0,0,2,2,2,1,4,4,0,0,0,0,0,0,0,0,1,5,1,0,0,1,1,55,3,2,5,1,0,0,0,0,260,1040,1830,586,10390.553,0.0,658.473,115.471
4,2,1,0,2,0,1,0,0,10,2,1,0,0,0,1,2,1,1,4,4,0,0,1,0,0,0,1,1,1,2,1,1,1,2,2,61,2,1,5,1,0,0,0,0,191,765,765,338,6000.0,1168.338,166.635,811.947
2,2,1,0,1,0,1,0,0,7,1,0,1,0,1,0,0,1,3,5,5,1,1,0,1,0,0,1,1,1,1,0,0,0,1,2,25,3,2,3,1,0,0,0,0,546,546,546,1054,13414.369,3748.839,469.584,429.096
3,3,2,0,3,0,1,0,0,15,1,0,0,1,41,3,2,1,3,5,5,0,0,0,0,0,0,0,0,1,4,1,0,0,2,2,36,2,1,5,1,0,0,0,0,243,1215,1215,913,3667.889,1077.757,184.731,346.254
6,3,2,0,4,0,1,0,0,2,3,1,1,3,3,1,5,4,3,3,5,0,0,1,2,2,3,1,1,1,4,0,3,0,1,4,42,4,3,5,4,0,0,0,0,1278,1278,1643,1866,8852.161,1213.332,785.156,277.188
7,3,2,0,1,1,1,0,0,21,3,0,1,2,1,1,4,4,4,3,4,1,1,1,1,1,2,1,1,1,3,0,6,0,2,5,45,3,2,2,4,0,0,0,0,1580,1580,1580,2028,10521.352,0.0,2487.85,951.964
2,2,1,0,1,0,1,6,0,8,3,0,0,0,0,0,0,1,2,2,2,0,2,0,0,2,2,1,1,1,2,0,1,0,1,8,33,3,3,0,2,0,0,0,0,0,837,837,1225,1649.228,0.0,0.0,478.807
7,5,2,1,4,0,0,3,3,7,3,1,1,3,1,2,2,5,2,3,3,0,0,3,1,1,2,1,1,1,3,0,2,0,2,8,69,4,4,5,7,0,0,0,0,2791,2791,4093,1416,12023.996,4368.099,3167.72,789.561
5,1,1,0,3,0,1,0,0,4,2,1,1,1,1,0,0,1,3,5,3,1,0,1,0,1,1,1,1,1,6,0,0,0,1,2,56,3,1,2,2,0,0,0,0,1069,1069,1069,1207,3705.999,0.0,1065.998,556.719
4,4,5,2,4,1,0,5,1,20,3,0,0,1,2,2,4,6,2,2,2,0,1,1,3,1,2,1,1,1,1,0,8,0,4,8,62,5,2,5,8,0,0,0,0,3838,3838,3838,1403,11625.0,0.0,2770.586,1528.495
4,3,2,0,3,0,1,0,0,7,6,1,1,19,5,2,15,1,3,2,4,0,0,1,0,1,2,1,1,1,1,0,1,0,1,16,37,4,2,0,7,0,0,0,0,785,785,785,276,19347.617,2831.283,304.063,1846.933
1,2,1,1,1,0,1,0,0,2,1,0,1,2,2,3,3,1,3,2,3,0,0,3,2,1,2,1,1,1,4,0,3,0,2,6,38,4,2,2,6,0,0,0,0,1306,1306,1306,867,6736.0,0.0,766.696,674.303
1,4,1,0,3,0,1,0,0,7,2,1,0,1,2,3,4,3,3,5,5,0,1,1,1,1,3,1,1,1,6,3,1,1,1,1,71,2,3,5,5,0,0,0,0,1598,2283,2739,870,7089.262,0.0,1142.741,227.654
4,2,1,0,3,1,1,0,0,7,3,0,1,0,0,2,0,1,3,2,2,1,0,1,1,0,1,1,1,1,3,0,0,0,1,1,21,2,1,5,1,1,0,4,0,1392,1392,1392,1651,10166.353,4592.787,2083.247,269.218
6,4,3,0,4,1,1,0,0,25,2,1,1,7,3,2,0,1,3,2,3,0,1,2,2,2,1,1,1,1,5,0,5,0,3,10,53,5,2,1,6,0,0,0,0,2581,2581,2581,1260,3780.067,0.0,635.78,911.836
5,2,1,1,7,0,1,0,0,2,6,0,0,1,3,2,4,1,2,3,4,1,0,0,1,0,1,1,1,1,3,0,2,0,2,3,61,4,1,0,4,0,0,0,0,1080,1080,1080,4116,6500.742,88.313,2755.81,633.709
2,4,1,1,4,1,1,0,0,42,3,1,1,5,1,3,5,5,1,3,3,0,1,1,1,1,3,1,1,1,5,0,3,0,2,9,58,2,3,5,5,0,0,0,0,1924,1203,1924,747,21602.813,1976.685,1296.988,2483.365
1,3,2,0,3,1,1,0,0,21,2,1,1,3,2,2,7,1,3,3,3,1,1,0,0,1,0,0,0,1,2,1,11,1,4,19,49,3,2,5,5,0,0,0,0,1588,1588,1588,802,16752.388,0.0,1514.122,4238.178
1,2,1,0,3,0,1,0,0,5,3,0,1,0,0,3,10,2,3,3,4,0,0,1,1,0,0,1,1,1,3,2,1,0,2,3,55,4,2,5,4,0,0,0,0,523,1308,2616,772,10014.568,0.0,690.064,314.838
2,1,1,0,4,0,1,0,0,7,4,0,0,1,3,0,0,1,3,2,2,0,0,2,0,0,2,1,1,1,2,1,0,0,2,10,31,4,1,0,8,0,0,0,0,375,750,750,485,4059.0,0.0,285.309,2238.771
8,1,1,0,7,0,1,0,0,5,2,1,1,19,5,3,10,3,2,2,3,1,1,2,1,1,2,1,1,1,1,0,1,0,1,5,24,3,2,5,3,0,0,0,0,753,753,753,3921,9018.032,16.952,1270.826,579.133
1,2,1,0,3,0,1,0,0,7,2,1,1,0,3,0,0,2,3,3,4,0,1,1,0,1,2,1,1,1,1,2,1,0,1,5,58,3,4,5,4,0,1,2,0,475,949,949,521,12309.046,470.162,412.901,374.23
6,4,2,1,3,1,1,0,0,5,3,0,0,4,2,3,4,3,3,2,3,1,0,2,1,1,3,1,1,1,1,0,0,0,4,9,39,4,2,0,8,0,0,0,0,3700,3035,3700,850,24062.514,10292.445,1456.381,773.915
1,4,2,0,2,1,1,0,0,4,2,1,1,1,42,3,3,6,1,2,3,1,0,2,2,1,3,1,1,1,2,0,3,0,2,4,50,2,3,5,3,0,0,0,0,1692,1692,1692,3057,10512.0,0.0,5305.118,547.377
2,2,1,0,3,0,1,0,0,10,2,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,36,2,1,3,1,0,0,0,0,0,644,644,456,1685.0,478.078,0.0,535.59
4,3,2,0,1,1,1,0,0,5,6,1,0,3,41,2,5,2,3,5,3,0,0,3,2,1,2,1,1,1,3,0,4,0,2,4,35,3,2,5,3,0,0,0,0,2372,2372,2372,1402,12540.194,0.0,3444.714,790.677
6,5,4,1,1,1,1,7,4,14,4,1,0,6,3,2,7,3,4,3,4,1,1,4,1,1,4,1,1,1,6,0,10,0,4,15,60,4,4,2,8,0,0,0,0,6426,6426,6426,2853,29585.056,0.0,17242.328,3903.753
7,4,3,0,2,0,1,0,0,12,1,1,0,1,41,3,5,5,3,3,4,0,0,4,3,1,2,1,1,1,4,0,3,0,2,6,38,3,2,5,6,0,0,0,0,2335,2760,3610,1402,24095.15,7105.962,1727.802,486.655
6,3,2,0,2,1,1,15,0,7,2,1,1,4,1,2,7,2,3,2,4,0,1,1,1,1,4,1,1,1,1,0,5,0,2,12,61,5,4,5,6,0,0,0,0,3280,3280,3280,984,19098.0,7488.112,1608.647,1243.666
6,2,1,0,3,0,1,0,0,20,3,1,0,4,41,0,0,3,3,3,4,0,0,2,0,0,2,1,1,1,6,0,0,0,2,5,26,4,2,0,3,0,0,0,0,827,827,827,445,5933.0,0.0,207.509,1288.94
4,3,1,1,3,1,1,0,0,12,2,1,1,0,0,1,5,3,2,3,3,0,0,2,1,1,2,1,1,1,6,0,0,0,2,15,47,5,1,5,2,0,0,0,0,3152,3152,3152,804,9302.862,0.0,2149.811,3603.777
5,5,2,1,3,1,1,0,0,15,3,0,1,7,1,3,6,4,3,3,5,0,2,6,4,1,5,1,1,1,3,0,3,1,3,5,43,3,2,5,8,0,0,0,0,4038,4038,4038,497,17464.258,0.0,1486.951,653.867
5,4,2,1,2,1,1,0,0,5,2,1,0,2,3,3,2,2,3,2,3,0,0,2,3,1,2,1,1,1,3,0,2,0,4,20,52,4,1,1,8,0,0,0,0,2640,2640,3720,1376,11169.294,0.0,2375.743,3497.227
8,3,2,1,1,1,0,7,1,20,2,1,0,0,2,2,3,3,3,4,4,0,2,1,2,1,2,1,1,1,2,0,0,0,5,10,57,3,2,5,4,0,0,0,0,2829,2829,2829,2045,16864.991,0.0,4306.498,3228.114
8,2,2,0,4,1,0,14,2,7,3,1,1,2,2,2,3,2,3,3,3,1,0,1,2,1,1,1,1,1,2,0,1,0,3,5,73,4,2,5,4,0,0,0,0,2408,2408,2408,1374,6972.067,970.282,1320.435,828.853
2,2,1,0,3,1,1,0,0,7,2,0,0,0,0,3,2,3,4,2,5,1,0,2,0,1,3,1,1,1,3,2,2,0,1,10,26,4,2,2,1,0,0,0,0,600,1200,2400,479,10304.521,0.0,471.192,1180.98
7,3,2,0,4,1,1,0,0,5,4,1,1,5,41,2,5,2,3,3,4,1,0,2,0,1,2,1,1,1,4,0,2,0,2,0,62,5,2,5,8,0,0,0,0,1700,1700,1700,1382,8025.935,2139.455,1721.743,373.186
2,1,1,0,4,0,1,0,0,20,4,0,1,0,3,0,0,1,4,2,2,0,1,0,0,1,0,1,0,1,6,0,0,0,1,6,74,5,2,0,2,0,0,0,0,0,755,755,465,6621.281,1737.468,0.0,363.513
6,3,2,1,4,1,1,10,0,4,2,0,0,0,41,2,2,2,3,3,2,0,0,1,2,1,2,1,1,1,4,0,3,0,2,3,34,4,2,2,6,0,0,0,0,2350,2350,2350,1928,5444.667,0.0,2684.151,467.566
